filename,spec,group,prompt
"public/assets/resources/food.png","96x96 PNG, transparent, crisp at 24px","Resources","A bundled sheaf of grain, on a plain rounded-square chip with no frame ornament (tier: raw). Flat 2D front-facing icon, bold simple two-tone shapes plus one accent. Gritty militarized near-future dieselpunk, lightly stylized for readability (not photoreal); weathered PBR materials (rust, oil, poured concrete, cold steel, sandbags); subtle film grain; desaturated world where color is a sparse signal; strong clean silhouette readable as solid black at 32px. Negative: no neon cyberpunk, no fantasy or magic FX, no glossy mobile-cartoon gloss, no centered subject floating on a gradient, no rainbow palette, no lens flare, no AI-melted detail. Palette: gunmetal #2a2f3a and concrete #8b8f96 two-tone with amber #f5b301 accent. Lighting: flat even lighting, minimal shadow. Background: transparent background (PNG alpha) around the rounded-square chip. 96x96 PNG, transparent, crisp at 24px."
"public/assets/resources/water.png","96x96 PNG, transparent, crisp at 24px","Resources","A single water droplet over a canteen, on a plain rounded-square chip with no frame ornament (tier: raw). Flat 2D front-facing icon, bold simple two-tone shapes plus one accent. Gritty militarized near-future dieselpunk, lightly stylized for readability (not photoreal); weathered PBR materials (rust, oil, poured concrete, cold steel, sandbags); subtle film grain; desaturated world where color is a sparse signal; strong clean silhouette readable as solid black at 32px. Negative: no neon cyberpunk, no fantasy or magic FX, no glossy mobile-cartoon gloss, no centered subject floating on a gradient, no rainbow palette, no lens flare, no AI-melted detail. Palette: gunmetal #2a2f3a and concrete #8b8f96 two-tone with sky #4a90d9 accent. Lighting: flat even lighting, minimal shadow. Background: transparent background (PNG alpha) around the rounded-square chip. 96x96 PNG, transparent, crisp at 24px."
"public/assets/resources/wood.png","96x96 PNG, transparent, crisp at 24px","Resources","A short stack of cut logs, on a plain rounded-square chip with no frame ornament (tier: raw). Flat 2D front-facing icon, bold simple two-tone shapes plus one accent. Gritty militarized near-future dieselpunk, lightly stylized for readability (not photoreal); weathered PBR materials (rust, oil, poured concrete, cold steel, sandbags); subtle film grain; desaturated world where color is a sparse signal; strong clean silhouette readable as solid black at 32px. Negative: no neon cyberpunk, no fantasy or magic FX, no glossy mobile-cartoon gloss, no centered subject floating on a gradient, no rainbow palette, no lens flare, no AI-melted detail. Palette: gunmetal #2a2f3a and concrete #8b8f96 two-tone with dirt-brown #6b5840 accent. Lighting: flat even lighting, minimal shadow. Background: transparent background (PNG alpha) around the rounded-square chip. 96x96 PNG, transparent, crisp at 24px."
"public/assets/resources/stone.png","96x96 PNG, transparent, crisp at 24px","Resources","A rough cut stone block, on a plain rounded-square chip with no frame ornament (tier: raw). Flat 2D front-facing icon, bold simple two-tone shapes plus one accent. Gritty militarized near-future dieselpunk, lightly stylized for readability (not photoreal); weathered PBR materials (rust, oil, poured concrete, cold steel, sandbags); subtle film grain; desaturated world where color is a sparse signal; strong clean silhouette readable as solid black at 32px. Negative: no neon cyberpunk, no fantasy or magic FX, no glossy mobile-cartoon gloss, no centered subject floating on a gradient, no rainbow palette, no lens flare, no AI-melted detail. Palette: gunmetal #2a2f3a and concrete #8b8f96 two-tone with concrete #8b8f96 accent. Lighting: flat even lighting, minimal shadow. Background: transparent background (PNG alpha) around the rounded-square chip. 96x96 PNG, transparent, crisp at 24px."
"public/assets/resources/iron.png","96x96 PNG, transparent, crisp at 24px","Resources","A chunk of iron ore beside an ingot, on a plain rounded-square chip with no frame ornament (tier: raw). Flat 2D front-facing icon, bold simple two-tone shapes plus one accent. Gritty militarized near-future dieselpunk, lightly stylized for readability (not photoreal); weathered PBR materials (rust, oil, poured concrete, cold steel, sandbags); subtle film grain; desaturated world where color is a sparse signal; strong clean silhouette readable as solid black at 32px. Negative: no neon cyberpunk, no fantasy or magic FX, no glossy mobile-cartoon gloss, no centered subject floating on a gradient, no rainbow palette, no lens flare, no AI-melted detail. Palette: gunmetal #2a2f3a and concrete #8b8f96 two-tone with ash #4b515c accent. Lighting: flat even lighting, minimal shadow. Background: transparent background (PNG alpha) around the rounded-square chip. 96x96 PNG, transparent, crisp at 24px."
"public/assets/resources/rareMinerals.png","96x96 PNG, transparent, crisp at 24px","Resources","A cluster of raw crystals, on a plain rounded-square chip with no frame ornament (tier: raw). Flat 2D front-facing icon, bold simple two-tone shapes plus one accent. Gritty militarized near-future dieselpunk, lightly stylized for readability (not photoreal); weathered PBR materials (rust, oil, poured concrete, cold steel, sandbags); subtle film grain; desaturated world where color is a sparse signal; strong clean silhouette readable as solid black at 32px. Negative: no neon cyberpunk, no fantasy or magic FX, no glossy mobile-cartoon gloss, no centered subject floating on a gradient, no rainbow palette, no lens flare, no AI-melted detail. Palette: gunmetal #2a2f3a and concrete #8b8f96 two-tone with violet #8b5cf6 accent. Lighting: flat even lighting, minimal shadow. Background: transparent background (PNG alpha) around the rounded-square chip. 96x96 PNG, transparent, crisp at 24px."
"public/assets/resources/oil.png","96x96 PNG, transparent, crisp at 24px","Resources","A black oil barrel with a drop, on a plain rounded-square chip with no frame ornament (tier: raw). Flat 2D front-facing icon, bold simple two-tone shapes plus one accent. Gritty militarized near-future dieselpunk, lightly stylized for readability (not photoreal); weathered PBR materials (rust, oil, poured concrete, cold steel, sandbags); subtle film grain; desaturated world where color is a sparse signal; strong clean silhouette readable as solid black at 32px. Negative: no neon cyberpunk, no fantasy or magic FX, no glossy mobile-cartoon gloss, no centered subject floating on a gradient, no rainbow palette, no lens flare, no AI-melted detail. Palette: gunmetal #2a2f3a and concrete #8b8f96 two-tone with amber #f5b301 accent. Lighting: flat even lighting, minimal shadow. Background: transparent background (PNG alpha) around the rounded-square chip. 96x96 PNG, transparent, crisp at 24px."
"public/assets/resources/dataChips.png","96x96 PNG, transparent, crisp at 24px","Resources","A salvaged microchip wafer, on a plain rounded-square chip with no frame ornament (tier: raw). Flat 2D front-facing icon, bold simple two-tone shapes plus one accent. Gritty militarized near-future dieselpunk, lightly stylized for readability (not photoreal); weathered PBR materials (rust, oil, poured concrete, cold steel, sandbags); subtle film grain; desaturated world where color is a sparse signal; strong clean silhouette readable as solid black at 32px. Negative: no neon cyberpunk, no fantasy or magic FX, no glossy mobile-cartoon gloss, no centered subject floating on a gradient, no rainbow palette, no lens flare, no AI-melted detail. Palette: gunmetal #2a2f3a and concrete #8b8f96 two-tone with toxic-green #6ee7a8 accent. Lighting: flat even lighting, minimal shadow. Background: transparent background (PNG alpha) around the rounded-square chip. 96x96 PNG, transparent, crisp at 24px."
"public/assets/resources/fuel.png","96x96 PNG, transparent, crisp at 24px","Resources","A military jerrycan fuel can, on a rounded-square chip with bracketed corner marks (tier: intermediate). Flat 2D front-facing icon, bold simple two-tone shapes plus one accent. Gritty militarized near-future dieselpunk, lightly stylized for readability (not photoreal); weathered PBR materials (rust, oil, poured concrete, cold steel, sandbags); subtle film grain; desaturated world where color is a sparse signal; strong clean silhouette readable as solid black at 32px. Negative: no neon cyberpunk, no fantasy or magic FX, no glossy mobile-cartoon gloss, no centered subject floating on a gradient, no rainbow palette, no lens flare, no AI-melted detail. Palette: gunmetal #2a2f3a and concrete #8b8f96 two-tone with amber #f5b301 accent. Lighting: flat even lighting, minimal shadow. Background: transparent background (PNG alpha) around the rounded-square chip. 96x96 PNG, transparent, crisp at 24px."
"public/assets/resources/steel.png","96x96 PNG, transparent, crisp at 24px","Resources","A polished steel I-beam, on a rounded-square chip with bracketed corner marks (tier: intermediate). Flat 2D front-facing icon, bold simple two-tone shapes plus one accent. Gritty militarized near-future dieselpunk, lightly stylized for readability (not photoreal); weathered PBR materials (rust, oil, poured concrete, cold steel, sandbags); subtle film grain; desaturated world where color is a sparse signal; strong clean silhouette readable as solid black at 32px. Negative: no neon cyberpunk, no fantasy or magic FX, no glossy mobile-cartoon gloss, no centered subject floating on a gradient, no rainbow palette, no lens flare, no AI-melted detail. Palette: gunmetal #2a2f3a and concrete #8b8f96 two-tone with concrete #8b8f96 accent. Lighting: flat even lighting, minimal shadow. Background: transparent background (PNG alpha) around the rounded-square chip. 96x96 PNG, transparent, crisp at 24px."
"public/assets/resources/electronics.png","96x96 PNG, transparent, crisp at 24px","Resources","A small green circuit board, on a rounded-square chip with bracketed corner marks (tier: intermediate). Flat 2D front-facing icon, bold simple two-tone shapes plus one accent. Gritty militarized near-future dieselpunk, lightly stylized for readability (not photoreal); weathered PBR materials (rust, oil, poured concrete, cold steel, sandbags); subtle film grain; desaturated world where color is a sparse signal; strong clean silhouette readable as solid black at 32px. Negative: no neon cyberpunk, no fantasy or magic FX, no glossy mobile-cartoon gloss, no centered subject floating on a gradient, no rainbow palette, no lens flare, no AI-melted detail. Palette: gunmetal #2a2f3a and concrete #8b8f96 two-tone with toxic-green #6ee7a8 accent. Lighting: flat even lighting, minimal shadow. Background: transparent background (PNG alpha) around the rounded-square chip. 96x96 PNG, transparent, crisp at 24px."
"public/assets/resources/machineParts.png","96x96 PNG, transparent, crisp at 24px","Resources","An interlocking gear and cog, on a rounded-square chip with bracketed corner marks (tier: intermediate). Flat 2D front-facing icon, bold simple two-tone shapes plus one accent. Gritty militarized near-future dieselpunk, lightly stylized for readability (not photoreal); weathered PBR materials (rust, oil, poured concrete, cold steel, sandbags); subtle film grain; desaturated world where color is a sparse signal; strong clean silhouette readable as solid black at 32px. Negative: no neon cyberpunk, no fantasy or magic FX, no glossy mobile-cartoon gloss, no centered subject floating on a gradient, no rainbow palette, no lens flare, no AI-melted detail. Palette: gunmetal #2a2f3a and concrete #8b8f96 two-tone with ash #4b515c accent. Lighting: flat even lighting, minimal shadow. Background: transparent background (PNG alpha) around the rounded-square chip. 96x96 PNG, transparent, crisp at 24px."
"public/assets/resources/ammunition.png","96x96 PNG, transparent, crisp at 24px","Resources","A row of artillery shell rounds, on a rounded-square chip with bracketed corner marks (tier: intermediate). Flat 2D front-facing icon, bold simple two-tone shapes plus one accent. Gritty militarized near-future dieselpunk, lightly stylized for readability (not photoreal); weathered PBR materials (rust, oil, poured concrete, cold steel, sandbags); subtle film grain; desaturated world where color is a sparse signal; strong clean silhouette readable as solid black at 32px. Negative: no neon cyberpunk, no fantasy or magic FX, no glossy mobile-cartoon gloss, no centered subject floating on a gradient, no rainbow palette, no lens flare, no AI-melted detail. Palette: gunmetal #2a2f3a and concrete #8b8f96 two-tone with blood #9c2b2b accent. Lighting: flat even lighting, minimal shadow. Background: transparent background (PNG alpha) around the rounded-square chip. 96x96 PNG, transparent, crisp at 24px."
"public/assets/resources/chemicals.png","96x96 PNG, transparent, crisp at 24px","Resources","A sealed chemical canister/flask, on a rounded-square chip with bracketed corner marks (tier: intermediate). Flat 2D front-facing icon, bold simple two-tone shapes plus one accent. Gritty militarized near-future dieselpunk, lightly stylized for readability (not photoreal); weathered PBR materials (rust, oil, poured concrete, cold steel, sandbags); subtle film grain; desaturated world where color is a sparse signal; strong clean silhouette readable as solid black at 32px. Negative: no neon cyberpunk, no fantasy or magic FX, no glossy mobile-cartoon gloss, no centered subject floating on a gradient, no rainbow palette, no lens flare, no AI-melted detail. Palette: gunmetal #2a2f3a and concrete #8b8f96 two-tone with toxic-green #6ee7a8 accent. Lighting: flat even lighting, minimal shadow. Background: transparent background (PNG alpha) around the rounded-square chip. 96x96 PNG, transparent, crisp at 24px."
"public/assets/resources/rifles.png","96x96 PNG, transparent, crisp at 24px","Resources","A single service rifle, on a rounded-square chip with a bordered badge frame (tier: finished). Flat 2D front-facing icon, bold simple two-tone shapes plus one accent. Gritty militarized near-future dieselpunk, lightly stylized for readability (not photoreal); weathered PBR materials (rust, oil, poured concrete, cold steel, sandbags); subtle film grain; desaturated world where color is a sparse signal; strong clean silhouette readable as solid black at 32px. Negative: no neon cyberpunk, no fantasy or magic FX, no glossy mobile-cartoon gloss, no centered subject floating on a gradient, no rainbow palette, no lens flare, no AI-melted detail. Palette: gunmetal #2a2f3a and concrete #8b8f96 two-tone with ash #4b515c accent. Lighting: flat even lighting, minimal shadow. Background: transparent background (PNG alpha) around the rounded-square chip. 96x96 PNG, transparent, crisp at 24px."
"public/assets/resources/tanks.png","96x96 PNG, transparent, crisp at 24px","Resources","A compact tank silhouette badge, on a rounded-square chip with a bordered badge frame (tier: finished). Flat 2D front-facing icon, bold simple two-tone shapes plus one accent. Gritty militarized near-future dieselpunk, lightly stylized for readability (not photoreal); weathered PBR materials (rust, oil, poured concrete, cold steel, sandbags); subtle film grain; desaturated world where color is a sparse signal; strong clean silhouette readable as solid black at 32px. Negative: no neon cyberpunk, no fantasy or magic FX, no glossy mobile-cartoon gloss, no centered subject floating on a gradient, no rainbow palette, no lens flare, no AI-melted detail. Palette: gunmetal #2a2f3a and concrete #8b8f96 two-tone with olive #5c6347 accent. Lighting: flat even lighting, minimal shadow. Background: transparent background (PNG alpha) around the rounded-square chip. 96x96 PNG, transparent, crisp at 24px."
"public/assets/resources/drones.png","96x96 PNG, transparent, crisp at 24px","Resources","A finished recon drone badge, on a rounded-square chip with a bordered badge frame (tier: finished). Flat 2D front-facing icon, bold simple two-tone shapes plus one accent. Gritty militarized near-future dieselpunk, lightly stylized for readability (not photoreal); weathered PBR materials (rust, oil, poured concrete, cold steel, sandbags); subtle film grain; desaturated world where color is a sparse signal; strong clean silhouette readable as solid black at 32px. Negative: no neon cyberpunk, no fantasy or magic FX, no glossy mobile-cartoon gloss, no centered subject floating on a gradient, no rainbow palette, no lens flare, no AI-melted detail. Palette: gunmetal #2a2f3a and concrete #8b8f96 two-tone with sky #4a90d9 accent. Lighting: flat even lighting, minimal shadow. Background: transparent background (PNG alpha) around the rounded-square chip. 96x96 PNG, transparent, crisp at 24px."
"public/assets/resources/aircraft.png","96x96 PNG, transparent, crisp at 24px","Resources","A finished strike aircraft badge, on a rounded-square chip with a bordered badge frame (tier: finished). Flat 2D front-facing icon, bold simple two-tone shapes plus one accent. Gritty militarized near-future dieselpunk, lightly stylized for readability (not photoreal); weathered PBR materials (rust, oil, poured concrete, cold steel, sandbags); subtle film grain; desaturated world where color is a sparse signal; strong clean silhouette readable as solid black at 32px. Negative: no neon cyberpunk, no fantasy or magic FX, no glossy mobile-cartoon gloss, no centered subject floating on a gradient, no rainbow palette, no lens flare, no AI-melted detail. Palette: gunmetal #2a2f3a and concrete #8b8f96 two-tone with sky #4a90d9 accent. Lighting: flat even lighting, minimal shadow. Background: transparent background (PNG alpha) around the rounded-square chip. 96x96 PNG, transparent, crisp at 24px."
"public/assets/resources/turrets.png","96x96 PNG, transparent, crisp at 24px","Resources","A defensive turret emplacement, on a rounded-square chip with a bordered badge frame (tier: finished). Flat 2D front-facing icon, bold simple two-tone shapes plus one accent. Gritty militarized near-future dieselpunk, lightly stylized for readability (not photoreal); weathered PBR materials (rust, oil, poured concrete, cold steel, sandbags); subtle film grain; desaturated world where color is a sparse signal; strong clean silhouette readable as solid black at 32px. Negative: no neon cyberpunk, no fantasy or magic FX, no glossy mobile-cartoon gloss, no centered subject floating on a gradient, no rainbow palette, no lens flare, no AI-melted detail. Palette: gunmetal #2a2f3a and concrete #8b8f96 two-tone with ash #4b515c accent. Lighting: flat even lighting, minimal shadow. Background: transparent background (PNG alpha) around the rounded-square chip. 96x96 PNG, transparent, crisp at 24px."
"public/assets/resources/buildingComponents.png","96x96 PNG, transparent, crisp at 24px","Resources","A bundle of prefab girders, on a rounded-square chip with a bordered badge frame (tier: finished). Flat 2D front-facing icon, bold simple two-tone shapes plus one accent. Gritty militarized near-future dieselpunk, lightly stylized for readability (not photoreal); weathered PBR materials (rust, oil, poured concrete, cold steel, sandbags); subtle film grain; desaturated world where color is a sparse signal; strong clean silhouette readable as solid black at 32px. Negative: no neon cyberpunk, no fantasy or magic FX, no glossy mobile-cartoon gloss, no centered subject floating on a gradient, no rainbow palette, no lens flare, no AI-melted detail. Palette: gunmetal #2a2f3a and concrete #8b8f96 two-tone with amber #f5b301 accent. Lighting: flat even lighting, minimal shadow. Background: transparent background (PNG alpha) around the rounded-square chip. 96x96 PNG, transparent, crisp at 24px."
"public/assets/commanders/portrait-1.png","512x512 PNG","Commanders","A weathered older male field commander, grey buzzcut, a scar across one brow, hard stare, diverse and grounded, no exaggeration. Bust portrait, shoulders-up, recon side-lighting, muted military fatigues. Gritty militarized near-future dieselpunk, lightly stylized for readability (not photoreal); weathered PBR materials (rust, oil, poured concrete, cold steel, sandbags); subtle film grain; desaturated world where color is a sparse signal; strong clean silhouette readable as solid black at 32px. Negative: no neon cyberpunk, no fantasy or magic FX, no glossy mobile-cartoon gloss, no centered subject floating on a gradient, no rainbow palette, no lens flare, no AI-melted detail. Palette: desaturated olive #5c6347 and gunmetal #2a2f3a fatigues, skin kept natural. Lighting: low-angle directional recon key light, deep but readable shadow. Background: neutral dark gunmetal #2a2f3a studio background, slight vignette. 512x512 PNG."
"public/assets/commanders/portrait-2.png","512x512 PNG","Commanders","A stern female officer with tied-back dark hair and a worn beret, calm and unflinching, diverse and grounded, no exaggeration. Bust portrait, shoulders-up, recon side-lighting, muted military fatigues. Gritty militarized near-future dieselpunk, lightly stylized for readability (not photoreal); weathered PBR materials (rust, oil, poured concrete, cold steel, sandbags); subtle film grain; desaturated world where color is a sparse signal; strong clean silhouette readable as solid black at 32px. Negative: no neon cyberpunk, no fantasy or magic FX, no glossy mobile-cartoon gloss, no centered subject floating on a gradient, no rainbow palette, no lens flare, no AI-melted detail. Palette: desaturated olive #5c6347 and gunmetal #2a2f3a fatigues, skin kept natural. Lighting: low-angle directional recon key light, deep but readable shadow. Background: neutral dark gunmetal #2a2f3a studio background, slight vignette. 512x512 PNG."
"public/assets/commanders/portrait-3.png","512x512 PNG","Commanders","A young male sergeant with stubble and a dented helmet, soot on his jaw, diverse and grounded, no exaggeration. Bust portrait, shoulders-up, recon side-lighting, muted military fatigues. Gritty militarized near-future dieselpunk, lightly stylized for readability (not photoreal); weathered PBR materials (rust, oil, poured concrete, cold steel, sandbags); subtle film grain; desaturated world where color is a sparse signal; strong clean silhouette readable as solid black at 32px. Negative: no neon cyberpunk, no fantasy or magic FX, no glossy mobile-cartoon gloss, no centered subject floating on a gradient, no rainbow palette, no lens flare, no AI-melted detail. Palette: desaturated olive #5c6347 and gunmetal #2a2f3a fatigues, skin kept natural. Lighting: low-angle directional recon key light, deep but readable shadow. Background: neutral dark gunmetal #2a2f3a studio background, slight vignette. 512x512 PNG."
"public/assets/commanders/portrait-4.png","512x512 PNG","Commanders","A veteran female colonel with cropped grey hair and a leather eyepatch, composed, diverse and grounded, no exaggeration. Bust portrait, shoulders-up, recon side-lighting, muted military fatigues. Gritty militarized near-future dieselpunk, lightly stylized for readability (not photoreal); weathered PBR materials (rust, oil, poured concrete, cold steel, sandbags); subtle film grain; desaturated world where color is a sparse signal; strong clean silhouette readable as solid black at 32px. Negative: no neon cyberpunk, no fantasy or magic FX, no glossy mobile-cartoon gloss, no centered subject floating on a gradient, no rainbow palette, no lens flare, no AI-melted detail. Palette: desaturated olive #5c6347 and gunmetal #2a2f3a fatigues, skin kept natural. Lighting: low-angle directional recon key light, deep but readable shadow. Background: neutral dark gunmetal #2a2f3a studio background, slight vignette. 512x512 PNG."
"public/assets/commanders/portrait-5.png","512x512 PNG","Commanders","A broad-shouldered male heavy-ops soldier, shaved head, goggles pushed up on his forehead, diverse and grounded, no exaggeration. Bust portrait, shoulders-up, recon side-lighting, muted military fatigues. Gritty militarized near-future dieselpunk, lightly stylized for readability (not photoreal); weathered PBR materials (rust, oil, poured concrete, cold steel, sandbags); subtle film grain; desaturated world where color is a sparse signal; strong clean silhouette readable as solid black at 32px. Negative: no neon cyberpunk, no fantasy or magic FX, no glossy mobile-cartoon gloss, no centered subject floating on a gradient, no rainbow palette, no lens flare, no AI-melted detail. Palette: desaturated olive #5c6347 and gunmetal #2a2f3a fatigues, skin kept natural. Lighting: low-angle directional recon key light, deep but readable shadow. Background: neutral dark gunmetal #2a2f3a studio background, slight vignette. 512x512 PNG."
"public/assets/commanders/portrait-6.png","512x512 PNG","Commanders","A sharp female intelligence officer with thin glasses and a comms headset, focused, diverse and grounded, no exaggeration. Bust portrait, shoulders-up, recon side-lighting, muted military fatigues. Gritty militarized near-future dieselpunk, lightly stylized for readability (not photoreal); weathered PBR materials (rust, oil, poured concrete, cold steel, sandbags); subtle film grain; desaturated world where color is a sparse signal; strong clean silhouette readable as solid black at 32px. Negative: no neon cyberpunk, no fantasy or magic FX, no glossy mobile-cartoon gloss, no centered subject floating on a gradient, no rainbow palette, no lens flare, no AI-melted detail. Palette: desaturated olive #5c6347 and gunmetal #2a2f3a fatigues, skin kept natural. Lighting: low-angle directional recon key light, deep but readable shadow. Background: neutral dark gunmetal #2a2f3a studio background, slight vignette. 512x512 PNG."
"public/assets/commanders/portrait-7.png","512x512 PNG","Commanders","A grizzled male tank commander, oil-smeared face, a battered field cap, mid-40s, diverse and grounded, no exaggeration. Bust portrait, shoulders-up, recon side-lighting, muted military fatigues. Gritty militarized near-future dieselpunk, lightly stylized for readability (not photoreal); weathered PBR materials (rust, oil, poured concrete, cold steel, sandbags); subtle film grain; desaturated world where color is a sparse signal; strong clean silhouette readable as solid black at 32px. Negative: no neon cyberpunk, no fantasy or magic FX, no glossy mobile-cartoon gloss, no centered subject floating on a gradient, no rainbow palette, no lens flare, no AI-melted detail. Palette: desaturated olive #5c6347 and gunmetal #2a2f3a fatigues, skin kept natural. Lighting: low-angle directional recon key light, deep but readable shadow. Background: neutral dark gunmetal #2a2f3a studio background, slight vignette. 512x512 PNG."
"public/assets/commanders/portrait-8.png","512x512 PNG","Commanders","A calm female drone pilot with short hair and a visor pushed up, level gaze, diverse and grounded, no exaggeration. Bust portrait, shoulders-up, recon side-lighting, muted military fatigues. Gritty militarized near-future dieselpunk, lightly stylized for readability (not photoreal); weathered PBR materials (rust, oil, poured concrete, cold steel, sandbags); subtle film grain; desaturated world where color is a sparse signal; strong clean silhouette readable as solid black at 32px. Negative: no neon cyberpunk, no fantasy or magic FX, no glossy mobile-cartoon gloss, no centered subject floating on a gradient, no rainbow palette, no lens flare, no AI-melted detail. Palette: desaturated olive #5c6347 and gunmetal #2a2f3a fatigues, skin kept natural. Lighting: low-angle directional recon key light, deep but readable shadow. Background: neutral dark gunmetal #2a2f3a studio background, slight vignette. 512x512 PNG."
"public/assets/commanders/frame-common.png","512x512 PNG, transparent center","Commanders","An ornamented square military rank frame border (common rarity) with corner insignia and an empty transparent center, brushed steel. Front-facing square decorative frame, even thickness, hollow middle. Gritty militarized near-future dieselpunk, lightly stylized for readability (not photoreal); weathered PBR materials (rust, oil, poured concrete, cold steel, sandbags); subtle film grain; desaturated world where color is a sparse signal; strong clean silhouette readable as solid black at 32px. Negative: no neon cyberpunk, no fantasy or magic FX, no glossy mobile-cartoon gloss, no centered subject floating on a gradient, no rainbow palette, no lens flare, no AI-melted detail. Palette: gunmetal #2a2f3a metal with #8a92a3 common accent. Lighting: even frontal light. Background: transparent center and outside the frame (PNG alpha). 512x512 PNG, transparent center."
"public/assets/commanders/frame-rare.png","512x512 PNG, transparent center","Commanders","An ornamented square military rank frame border (rare rarity) with corner insignia and an empty transparent center, sky-blue trim. Front-facing square decorative frame, even thickness, hollow middle. Gritty militarized near-future dieselpunk, lightly stylized for readability (not photoreal); weathered PBR materials (rust, oil, poured concrete, cold steel, sandbags); subtle film grain; desaturated world where color is a sparse signal; strong clean silhouette readable as solid black at 32px. Negative: no neon cyberpunk, no fantasy or magic FX, no glossy mobile-cartoon gloss, no centered subject floating on a gradient, no rainbow palette, no lens flare, no AI-melted detail. Palette: gunmetal #2a2f3a metal with #4a90d9 rare accent. Lighting: even frontal light. Background: transparent center and outside the frame (PNG alpha). 512x512 PNG, transparent center."
"public/assets/commanders/frame-epic.png","512x512 PNG, transparent center","Commanders","An ornamented square military rank frame border (epic rarity) with corner insignia and an empty transparent center, violet inlay. Front-facing square decorative frame, even thickness, hollow middle. Gritty militarized near-future dieselpunk, lightly stylized for readability (not photoreal); weathered PBR materials (rust, oil, poured concrete, cold steel, sandbags); subtle film grain; desaturated world where color is a sparse signal; strong clean silhouette readable as solid black at 32px. Negative: no neon cyberpunk, no fantasy or magic FX, no glossy mobile-cartoon gloss, no centered subject floating on a gradient, no rainbow palette, no lens flare, no AI-melted detail. Palette: gunmetal #2a2f3a metal with #8b5cf6 epic accent. Lighting: even frontal light. Background: transparent center and outside the frame (PNG alpha). 512x512 PNG, transparent center."
"public/assets/commanders/frame-legendary.png","512x512 PNG, transparent center","Commanders","An ornamented square military rank frame border (legendary rarity) with corner insignia and an empty transparent center, amber gilt. Front-facing square decorative frame, even thickness, hollow middle. Gritty militarized near-future dieselpunk, lightly stylized for readability (not photoreal); weathered PBR materials (rust, oil, poured concrete, cold steel, sandbags); subtle film grain; desaturated world where color is a sparse signal; strong clean silhouette readable as solid black at 32px. Negative: no neon cyberpunk, no fantasy or magic FX, no glossy mobile-cartoon gloss, no centered subject floating on a gradient, no rainbow palette, no lens flare, no AI-melted detail. Palette: gunmetal #2a2f3a metal with #f5b301 legendary accent. Lighting: even frontal light. Background: transparent center and outside the frame (PNG alpha). 512x512 PNG, transparent center."
"public/assets/brand/logo.svg","SVG vector lockup, ~ exported 1024x256 PNG preview","Brand & Key Art","The WARLANDS horizontal logo lockup: a condensed industrial stencil-adjacent uppercase wordmark WARLANDS beside a compact angular mark (a stylised fortified hex or chevron blade). Flat 2D vector lockup, sharp geometry, single-weight, designed to vectorise cleanly. Gritty militarized near-future dieselpunk, lightly stylized for readability (not photoreal); weathered PBR materials (rust, oil, poured concrete, cold steel, sandbags); subtle film grain; desaturated world where color is a sparse signal; strong clean silhouette readable as solid black at 32px. Negative: no neon cyberpunk, no fantasy or magic FX, no glossy mobile-cartoon gloss, no centered subject floating on a gradient, no rainbow palette, no lens flare, no AI-melted detail. Palette: amber #f5b301 wordmark on transparent, optional blood #9c2b2b accent notch (2 accents max). Lighting: flat, no lighting. Background: transparent (deliver as SVG; this prompt is the raster design reference). SVG vector lockup, ~ exported 1024x256 PNG preview."
"public/assets/brand/mark.svg","SVG vector, ~512x512 PNG preview","Brand & Key Art","The standalone WARLANDS icon mark only: a single bold angular emblem (fortified hex / chevron blade), no text. Flat 2D vector emblem, one solid silhouette, app-icon ready. Gritty militarized near-future dieselpunk, lightly stylized for readability (not photoreal); weathered PBR materials (rust, oil, poured concrete, cold steel, sandbags); subtle film grain; desaturated world where color is a sparse signal; strong clean silhouette readable as solid black at 32px. Negative: no neon cyberpunk, no fantasy or magic FX, no glossy mobile-cartoon gloss, no centered subject floating on a gradient, no rainbow palette, no lens flare, no AI-melted detail. Palette: amber #f5b301 on gunmetal #2a2f3a. Lighting: flat, no lighting. Background: transparent or solid gunmetal tile for app icon. SVG vector, ~512x512 PNG preview."
"public/assets/keyart/keyart.png","2560x1440 PNG","Brand & Key Art","Key art of THE CRUCIBLE: a contested central warzone hex at amber dusk, two armies of tracked armor and infantry converging, oil fires and black smoke, a radar dish sweeping, distant industrial skyline. Cinematic wide establishing shot, grounded painterly-but-realistic, low-angle recon light, headline space kept clear at upper-left (composition not centred). Gritty militarized near-future dieselpunk, lightly stylized for readability (not photoreal); weathered PBR materials (rust, oil, poured concrete, cold steel, sandbags); subtle film grain; desaturated world where color is a sparse signal; strong clean silhouette readable as solid black at 32px. Negative: no neon cyberpunk, no fantasy or magic FX, no glossy mobile-cartoon gloss, no centered subject floating on a gradient, no rainbow palette, no lens flare, no AI-melted detail. Palette: desaturated gunmetal #2a2f3a world with amber #f5b301 dusk and blood #9c2b2b fire as the only accents. Lighting: low-angle warm key from the horizon, long dramatic shadows, diesel haze. Background: full-bleed scene, no transparency. 2560x1440 PNG."
